254655	0.996494585	0.0	0.0	0.003505415	0.0	0.0
254617	0.99994208246	0.0	0.0	5.791754e-05	0.0	0.0
254673	0.994696515	0.0	0.0	0.005303485	0.0	0.0
254678	0.992069593	0.0	0.0	0.007930407	0.0	0.0
254667	0.997484404	0.0	0.0	0.002515596	0.0	0.0
254943	0.95531071	0.0	0.0	0.04468929	0.0	0.0
254629	0.99991757544	0.0	0.0	8.242456e-05	0.0	0.0
254654	0.999995453068	0.0	0.0	4.546932e-06	0.0	0.0
254735	0.98531913	0.0	0.0	0.01468087	0.0	0.0
254666	0.996015617	0.0	0.0	0.003984383	0.0	0.0
254628	0.990480409	0.0	0.0	0.009519591	0.0	0.0
254669	0.99808746	0.0	0.0	0.00191254	0.0	0.0
254652	0.9995711692	0.0	0.0	0.0004288308	0.0	0.0
254634	0.90248571	0.0	0.0	0.09751429	0.0	0.0
254820	0.7381635	0.0	0.0	0.2618365	0.0	0.0
254631	0.995238708	0.0	0.0	0.004761292	0.0	0.0
254604	0.998842364	0.0	0.0	0.001157636	0.0	0.0
254608	0.9993247007	0.0	0.0	0.0006752993	0.0	0.0
254610	0.98806152	0.0	0.0	0.01193848	0.0	0.0
254618	0.99997147588	0.0	0.0	2.852412e-05	0.0	0.0
254625	0.998791874	0.0	0.0	0.001208126	0.0	0.0
254638	0.99996843726	0.0	0.0	3.156274e-05	0.0	0.0
254636	0.998682929	0.0	0.0	0.001317071	0.0	0.0
254643	0.9769071	0.0	0.0	0.0230929	0.0	0.0
254672	0.9999816962	0.0	0.0	1.83038e-05	0.0	0.0
254605	0.999994802506	0.0	0.0	5.197494e-06	0.0	0.0
254650	0.9995530645	0.0	0.0	0.0004469355	0.0	0.0
254630	0.9998923863	0.0	0.0	0.0001076137	0.0	0.0
254761	0.7039086	0.0	0.0	0.2960914	0.0	0.0
254615	0.90071572	0.0	0.0	0.09928428	0.0	0.0
254754	0.993307247	0.0	0.0	0.006692753	0.0	0.0
254942	0.5678466	0.0	0.0	0.4321534	0.0	0.0
254660	0.5435306	0.0	0.0	0.4564694	0.0	0.0
