254910	0.677498	0.0	0.0	0.322502	0.0	0.0
254655	0.6738392	0.0	0.0	0.3261608	0.0	0.0
254645	0.6316637	0.0	0.0	0.3683363	0.0	0.0
254617	0.7614219	0.0	0.0	0.2385781	0.0	0.0
254673	0.695584	0.0	0.0	0.304416	0.0	0.0
254678	0.621586	0.0	0.0	0.378414	0.0	0.0
254667	0.675353	0.0	0.0	0.324647	0.0	0.0
254943	0.6291733	0.0	0.0	0.3708267	0.0	0.0
254629	0.7959396	0.0	0.0	0.2040604	0.0	0.0
254671	0.8732463	0.0	0.0	0.1267537	0.0	0.0
254654	0.8902051	0.0	0.0	0.1097949	0.0	0.0
254644	0.6174411	0.0	0.0	0.3825589	0.0	0.0
254620	0.5901324	0.0	0.0	0.4098676	0.0	0.0
254735	0.7598897	0.0	0.0	0.2401103	0.0	0.0
254609	0.8620231	0.0	0.0	0.1379769	0.0	0.0
254648	0.8214963	0.0	0.0	0.1785037	0.0	0.0
254666	0.8220039	0.0	0.0	0.1779961	0.0	0.0
254622	0.5084815	0.0	0.0	0.4915185	0.0	0.0
254656	0.5026947	0.0	0.0	0.4973053	0.0	0.0
254628	0.7368334	0.0	0.0	0.2631666	0.0	0.0
254669	0.7234873	0.0	0.0	0.2765127	0.0	0.0
254652	0.8059554	0.0	0.0	0.1940446	0.0	0.0
254662	0.701461	0.0	0.0	0.298539	0.0	0.0
254665	0.7217758	0.0	0.0	0.2782242	0.0	0.0
254674	0.8179382	0.0	0.0	0.1820618	0.0	0.0
254634	0.6134563	0.0	0.0	0.3865437	0.0	0.0
254820	0.5	0.0	0.0	0.5	0.0	0.0
254661	0.8265643	0.0	0.0	0.1734357	0.0	0.0
254631	0.5650642	0.0	0.0	0.4349358	0.0	0.0
254603	0.8049924	0.0	0.0	0.1950076	0.0	0.0
254676	0.5	0.0	0.0	0.5	0.0	0.0
254604	0.6901207	0.0	0.0	0.3098793	0.0	0.0
254608	0.7634129	0.0	0.0	0.2365871	0.0	0.0
254610	0.8811056	0.0	0.0	0.1188944	0.0	0.0
254641	0.5339482	0.0	0.0	0.4660518	0.0	0.0
254618	0.8910704	0.0	0.0	0.1089296	0.0	0.0
254625	0.7197352	0.0	0.0	0.2802648	0.0	0.0
254949	0.5	0.0	0.0	0.5	0.0	0.0
254646	0.8555592	0.0	0.0	0.1444408	0.0	0.0
254619	0.7954425	0.0	0.0	0.2045575	0.0	0.0
254638	0.8464841	0.0	0.0	0.1535159	0.0	0.0
254636	0.6320372	0.0	0.0	0.3679628	0.0	0.0
254643	0.6919465	0.0	0.0	0.3080535	0.0	0.0
254983	0.5	0.0	0.0	0.5	0.0	0.0
254611	0.7110337	0.0	0.0	0.2889663	0.0	0.0
254980	0.90619394	0.0	0.0	0.09380606	0.0	0.0
254672	0.8576653	0.0	0.0	0.1423347	0.0	0.0
254981	0.5	0.0	0.0	0.5	0.0	0.0
254984	0.5	0.0	0.0	0.5	0.0	0.0
254605	0.92889935	0.0	0.0	0.07110065	0.0	0.0
254650	0.7098647	0.0	0.0	0.2901353	0.0	0.0
254630	0.6678051	0.0	0.0	0.3321949	0.0	0.0
254680	0.5	0.0	0.0	0.5	0.0	0.0
254761	0.5137299	0.0	0.0	0.4862701	0.0	0.0
254754	0.7714847	0.0	0.0	0.2285153	0.0	0.0
254677	0.5	0.0	0.0	0.5	0.0	0.0
254660	0.524425	0.0	0.0	0.475575	0.0	0.0
254877	0.5598527	0.0	0.0	0.4401473	0.0	0.0
