Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 		CL_exp\\ 
254707		0.446082		0.446089		0.446076		0.300696		0.292007		0.309495		0.698878
254708		0.446085		0.446092		0.44608		0.302139		0.293501		0.310885		0.701941
254709		0.446061		0.446066		0.446058		0.333472		0.326217		0.340794		0.768202
254710		0.446168		0.446188		0.446189		0.327242		0.319558		0.335032		0.754895
254711		0.446067		0.446073		0.446062		0.328668		0.321147		0.336256		0.758090
254712		0.446066		0.446066		0.446065		0.325953		0.318704		0.333267		0.752377
254714		0.446126		0.446142		0.446111		0.29623		0.287428		0.305157		0.689289
254715		0.446209		0.446246		0.446173		0.32628		0.319155		0.333478		0.752790
254716		0.44609		0.446114		0.446074		0.268389		0.257814		0.279184		0.629703
254717		0.446068		0.446073		0.446064		0.333313		0.326295		0.340388		0.767855
254718		0.446087		0.446092		0.446082		0.330223		0.323255		0.337245		0.761323
254719		0.44605		0.446048		0.44607		0.350094		0.344185		0.356057		0.803037
254720		0.446068		0.44608		0.446371		0.357837		0.352209		0.363771		0.819147
254721		0.446118		0.44613		0.446105		0.288832		0.279415		0.298391		0.673518
254722		0.44607		0.446076		0.446098		0.336339		0.329501		0.343264		0.774206
254723		0.446062		0.446066		0.446058		0.309697		0.301569		0.317918		0.718030
254724		0.446064		0.446068		0.446062		0.340097		0.333723		0.346519		0.782096
254725		0.446101		0.446115		0.446088		0.310108		0.30196		0.318353		0.718829
254726		0.446181		0.446215		0.446152		0.300954		0.292611		0.309423		0.699243
254727		0.446048		0.446048		0.446052		0.337156		0.330532		0.343837		0.775962
254729		0.446103		0.446077		0.446083		0.343016		0.336531		0.349503		0.788134
254731		0.446102		0.446117		0.446088		0.308846		0.300226		0.31758		0.716152
254733		0.446055		0.446063		0.446362		0.363404		0.35811		0.368991		0.830749
254734		0.446092		0.4461		0.446084		0.297576		0.288931		0.306334		0.692220
254735		0.446473		0.446121		0.446446		0.367119		0.361179		0.372782		0.837637
254736		0.446066		0.446076		0.446377		0.359518		0.354013		0.365327		0.822649
254738		0.446073		0.44608		0.446067		0.330538		0.323185		0.337956		0.762014
254739		0.446123		0.446143		0.446105		0.303073		0.294136		0.312136		0.703857
254740		0.446043		0.446041		0.446044		0.331066		0.323908		0.338285		0.763183
254742		0.446064		0.446068		0.446091		0.339866		0.333114		0.3467		0.781614
254743		0.44613		0.446144		0.446117		0.309003		0.300628		0.317479		0.716431
254744		0.446086		0.446097		0.446114		0.331731		0.324633		0.338928		0.764496
254747		0.446061		0.446065		0.446092		0.34128		0.334707		0.347937		0.784583
254748		0.446089		0.446099		0.44608		0.311239		0.303146		0.319424		0.721246
254752		0.446069		0.446076		0.446101		0.334525		0.327412		0.341734		0.770399
254754		0.446626		0.446935		0.44655		0.184039		0.169623		0.199371		0.443744
254755		0.446076		0.446084		0.44607		0.332972		0.32617		0.339834		0.767123
254756		0.44613		0.446144		0.446117		0.291669		0.282312		0.301164		0.679555
254757		0.446097		0.446105		0.446089		0.298716		0.289917		0.307631		0.694638
254758		0.446082		0.446053		0.446068		0.349664		0.343778		0.355547		0.802076
254759		0.446117		0.446137		0.446101		0.322248		0.314783		0.329792		0.744466
254760		0.446133		0.446147		0.446119		0.289858		0.280621		0.29923		0.675681
254761		0.446303		0.446484		0.446288		0.173896		0.16073		0.187885		0.421469
254762		0.446072		0.446078		0.446067		0.307044		0.298404		0.315794		0.712385
254763		0.446081		0.446087		0.446076		0.300477		0.291626		0.309443		0.698415
254764		0.446141		0.446158		0.446125		0.305715		0.296827		0.314715		0.709434
254765		0.446084		0.446093		0.446075		0.312709		0.304854		0.32065		0.724372
254766		0.446066		0.446069		0.446064		0.323343		0.315665		0.331092		0.746873
254767		0.446038		0.446038		0.44604		0.318373		0.309907		0.326934		0.736436
254768		0.446422		0.446442		0.446404		0.373029		0.368475		0.377606		0.849988
254769		0.446071		0.446082		0.446064		0.360852		0.355398		0.36634		0.825413
254771		0.446043		0.44604		0.446044		0.344006		0.33756		0.350496		0.790325
254772		0.446119		0.446135		0.446105		0.301741		0.292811		0.31079		0.701031
254773		0.446071		0.446074		0.446069		0.323642		0.315798		0.331558		0.747494
254774		0.446093		0.446102		0.446084		0.32983		0.322516		0.337206		0.760486
254775		0.446286		0.446308		0.446268		0.370145		0.365224		0.375086		0.844282
254776		0.44608		0.446085		0.446102		0.341949		0.335849		0.348116		0.785947
254778		0.446073		0.446085		0.446045		0.286674		0.277385		0.296045		0.668987
254779		0.446073		0.446084		0.446364		0.359286		0.353562		0.365303		0.822152
254780		0.446069		0.446072		0.446066		0.333684		0.326588		0.340837		0.768634
254781		0.446101		0.44611		0.446092		0.315799		0.308033		0.323645		0.730878
254782		0.446103		0.446115		0.446091		0.303174		0.294622		0.311833		0.704108
254783		0.446339		0.446353		0.446328		0.373818		0.369178		0.378478		0.851784
254784		0.446527		0.446096		0.446496		0.36445		0.358887		0.369671		0.831990
254785		0.446075		0.446082		0.446069		0.312733		0.304625		0.320932		0.724438
254786		0.446136		0.446076		0.446121		0.283275		0.274065		0.292597		0.661596
254787		0.446061		0.446063		0.446058		0.328666		0.32165		0.335742		0.758099
254788		0.446041		0.446039		0.446045		0.330759		0.32385		0.337726		0.762538
254789		0.446069		0.446083		0.446059		0.35425		0.348708		0.359828		0.811670
254790		0.446082		0.446087		0.446079		0.342713		0.33627		0.349206		0.787542
254791		0.446066		0.446078		0.446058		0.356903		0.351475		0.362365		0.817204
254792		0.446075		0.446089		0.446064		0.355188		0.349383		0.361028		0.813614
254793		0.446054		0.446054		0.446056		0.339522		0.333128		0.345967		0.780911
254794		0.446129		0.446149		0.446111		0.310493		0.302105		0.318988		0.719591
254796		0.44622		0.446288		0.446279		0.276119		0.265949		0.286675		0.646095
254797		0.446127		0.446143		0.446113		0.335938		0.328571		0.343376		0.773252
254798		0.446085		0.446098		0.446119		0.327346		0.319705		0.335104		0.755272
254800		0.446105		0.446146		0.446074		0.265157		0.254636		0.275903		0.622707
254802		0.446239		0.446267		0.446215		0.298443		0.28957		0.307433		0.693792
254803		0.446095		0.446075		0.446076		0.344538		0.337931		0.351158		0.791337
254804		0.446106		0.446081		0.446084		0.341419		0.334549		0.348296		0.784786
254805		0.446053		0.446053		0.446053		0.30682		0.298025		0.315723		0.711946
254806		0.446091		0.446104		0.446081		0.311893		0.303727		0.320158		0.722628
254808		0.446076		0.446079		0.446072		0.321029		0.313414		0.328714		0.741974
254809		0.446277		0.446294		0.446906		0.36787		0.363071		0.373162		0.839583
254810		0.44618		0.44622		0.446148		0.266784		0.256035		0.277751		0.626081
254811		0.44615		0.44617		0.44613		0.291782		0.282443		0.301263		0.679761
254820		0.44646		0.446515		0.446341		0.242778		0.231666		0.254362		0.573584
254877		0.446094		0.446076		0.446078		0.349548		0.342998		0.356109		0.801811
254910		0.446912		0.446154		0.446839		0.37253		0.367209		0.377315		0.847982
254942		0.449743		0.45004		0.449495		0.235383		0.222845		0.248461		0.551896
254943		0.446585		0.446663		0.446392		0.155431		0.142614		0.168863		0.379337
254944		0.446943		0.447158		0.446811		0.182951		0.169363		0.197364		0.440832
254946		0.448912		0.449151		0.448691		0.440038		0.439578		0.440516		0.982079
254947		0.448307		0.448473		0.448151		0.441463		0.441035		0.4419		0.986180
254948		0.449561		0.449863		0.449278		0.438789		0.438282		0.439314		0.978244
254949		0.448634		0.44882		0.448457		0.440551		0.440158		0.440953		0.983678
254980		0.447924		0.447993		0.447694		0.183472		0.169838		0.19758		0.440527
254981		0.44747		0.447493		0.447458		0.445502		0.445368		0.445648		0.996030
254982		0.446473		0.446443		0.446502		0.426927		0.425379		0.428475		0.960420
254983		0.446326		0.44634		0.446315		0.377416		0.372904		0.381945		0.859253
254984		0.446414		0.446431		0.446399		0.38343		0.37941		0.387466		0.871496
254995		0.445177		0.446365		0.445275		0.391516		0.389229		0.395201		0.890626
254996		0.446356		0.446366		0.446347		0.385553		0.381643		0.389478		0.875991
254997		0.446081		0.446095		0.446516		0.357107		0.351337		0.363264		0.817599
254998		0.446355		0.446375		0.446338		0.369288		0.364332		0.374268		0.842369
255000		0.445267		0.445177		0.445356		0.397404		0.394181		0.400635		0.902548
Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 		CL_exp\\ 
254813		0.446105		0.446114		0.446124		0.331709		0.324167		0.339337		0.764414
254814		0.4461		0.446115		0.446088		0.316419		0.308641		0.324283		0.732188
254815		0.446048		0.446047		0.446049		0.320295		0.312845		0.327812		0.740477
254817		0.4463		0.446311		0.446292		0.372425		0.367709		0.377161		0.848978
254818		0.446081		0.446113		0.446079		0.287662		0.27817		0.297354		0.671086
254819		0.446311		0.446297		0.446254		0.321118		0.313292		0.328954		0.741713
254821		0.446097		0.446103		0.44609		0.313886		0.305968		0.321886		0.726837
254822		0.446099		0.446111		0.446088		0.311383		0.303063		0.3198		0.721534
254823		0.446071		0.446079		0.446066		0.336182		0.329229		0.343193		0.773872
254824		0.446077		0.446085		0.44607		0.320794		0.312641		0.329036		0.741475
254825		0.44607		0.446078		0.446064		0.327905		0.320623		0.335257		0.756478
254827		0.44606		0.446079		0.446142		0.276668		0.266994		0.286557		0.647565
254828		0.446184		0.446073		0.446159		0.30236		0.293423		0.311273		0.702226
254829		0.446147		0.446171		0.446125		0.304337		0.295762		0.313024		0.706497
254830		0.44608		0.446097		0.446068		0.353879		0.347913		0.359884		0.810874
254831		0.44634		0.446062		0.446325		0.361794		0.356338		0.367019		0.826841
254832		0.446143		0.446105		0.446131		0.291972		0.283301		0.300802		0.680178
254833		0.446073		0.446081		0.446067		0.326881		0.319304		0.334529		0.754316
254834		0.446097		0.446108		0.446087		0.312556		0.304518		0.320683		0.724021
254835		0.446422		0.446448		0.446398		0.362478		0.357111		0.367875		0.828103
254836		0.446064		0.446071		0.446096		0.336436		0.329677		0.343285		0.774419
254837		0.446075		0.446085		0.446067		0.321558		0.313852		0.32935		0.743092
254838		0.446062		0.446065		0.44606		0.338896		0.332481		0.345357		0.779584
254839		0.446076		0.446089		0.446067		0.356135		0.350555		0.361747		0.815586
254840		0.446148		0.446079		0.446134		0.282763		0.27336		0.292293		0.660478
254841		0.446137		0.446154		0.446122		0.306932		0.298231		0.315739		0.712023
254842		0.446107		0.446133		0.446085		0.338482		0.331822		0.345196		0.778629
254843		0.446064		0.446068		0.446096		0.338598		0.33199		0.345289		0.778956
254844		0.446054		0.446057		0.446052		0.339594		0.333052		0.346186		0.781063
254845		0.446065		0.446068		0.446089		0.347152		0.341194		0.353176		0.796860
254846		0.446098		0.446109		0.446088		0.312677		0.304556		0.320892		0.724275
254847		0.446059		0.446063		0.446083		0.340709		0.334056		0.347434		0.783389
254848		0.44606		0.446064		0.446057		0.333041		0.325896		0.340251		0.767300
254849		0.44635		0.44636		0.44634		0.386374		0.382472		0.390288		0.877694
254850		0.446313		0.446057		0.446299		0.367156		0.361837		0.372251		0.838031
254851		0.446057		0.44606		0.446054		0.298784		0.290025		0.30766		0.694857
254855		0.446041		0.446039		0.446042		0.311342		0.303184		0.319587		0.721556
254856		0.446091		0.446103		0.446081		0.324385		0.317349		0.331483		0.749023
254857		0.44606		0.446064		0.446057		0.324001		0.316237		0.331839		0.748272
254858		0.446072		0.446084		0.446409		0.358607		0.353015		0.364521		0.820739
254859		0.446051		0.446051		0.446052		0.338178		0.331564		0.344838		0.778099
254860		0.446395		0.446414		0.446378		0.372522		0.367894		0.377171		0.848991
254861		0.446054		0.446054		0.446074		0.350582		0.344591		0.356626		0.804048
254862		0.446093		0.446105		0.446083		0.319765		0.311993		0.327619		0.739272
254863		0.446108		0.446125		0.446079		0.321144		0.313232		0.329131		0.742155
254864		0.446067		0.446071		0.446065		0.337718		0.331016		0.344472		0.777104
254865		0.446119		0.446136		0.446104		0.30508		0.296842		0.31342		0.708128
254866		0.446065		0.446077		0.446056		0.357437		0.351709		0.363203		0.818319
254867		0.446111		0.446126		0.446132		0.329414		0.32195		0.336977		0.759576
254869		0.446075		0.446081		0.446108		0.335911		0.329064		0.342848		0.773297
254870		0.446076		0.446084		0.44607		0.325234		0.317767		0.332774		0.750841
254871		0.446129		0.446152		0.446092		0.311136		0.302763		0.319604		0.720953
254872		0.446083		0.446093		0.446074		0.32072		0.312588		0.32894		0.741307
254873		0.446221		0.446212		0.446198		0.291552		0.282264		0.300996		0.679137
254874		0.446058		0.446061		0.446057		0.34189		0.335347		0.34849		0.785867
254875		0.446106		0.446092		0.446098		0.286864		0.277411		0.296481		0.669331
254876		0.446068		0.446072		0.446064		0.336716		0.329976		0.343507		0.775001
254879		0.446076		0.44608		0.446073		0.323377		0.315819		0.331004		0.746927
254881		0.446075		0.446084		0.446067		0.31516		0.306773		0.323652		0.729574
254882		0.446068		0.446072		0.446095		0.340433		0.333818		0.347125		0.782794
254883		0.446074		0.44608		0.446068		0.324169		0.316481		0.331931		0.748600
254884		0.446148		0.446173		0.446148		0.341352		0.334904		0.34787		0.784563
254885		0.446107		0.446073		0.446101		0.29253		0.283706		0.301487		0.681436
254886		0.44607		0.446077		0.446065		0.332496		0.325359		0.339695		0.766135
254887		0.446088		0.446101		0.446078		0.357042		0.351576		0.362539		0.817450
254888		0.446068		0.446073		0.446063		0.308386		0.300065		0.316809		0.715240
254889		0.446046		0.446041		0.446048		0.335931		0.329227		0.34268		0.773395
254890		0.446184		0.446211		0.446157		0.256435		0.245591		0.267509		0.603714
254891		0.446065		0.446076		0.446058		0.357566		0.352366		0.362797		0.818587
254892		0.446074		0.446085		0.446066		0.334082		0.327225		0.340997		0.769459
254893		0.446076		0.446082		0.446071		0.322912		0.315454		0.330443		0.745945
254894		0.446449		0.446079		0.446423		0.361734		0.356245		0.366925		0.826503
254895		0.446074		0.446079		0.44607		0.311547		0.30359		0.319591		0.721927
254896		0.446169		0.446185		0.446153		0.307308		0.298572		0.316139		0.712761
254897		0.446059		0.44606		0.446079		0.349549		0.34367		0.35548		0.801879
254898		0.446126		0.446143		0.44611		0.307002		0.298769		0.315332		0.712193
254899		0.446122		0.446137		0.446108		0.296185		0.287424		0.305068		0.689201
254900		0.446072		0.446075		0.446069		0.328396		0.321077		0.335777		0.757509
254901		0.446083		0.446087		0.446091		0.342702		0.336064		0.349391		0.787515
254902		0.446054		0.446055		0.446053		0.321709		0.313772		0.329729		0.743451
254903		0.446068		0.446073		0.446064		0.326987		0.319606		0.334435		0.754548
254905		0.446069		0.446082		0.44606		0.357155		0.351285		0.363062		0.817722
254906		0.446061		0.446063		0.446089		0.340924		0.334373		0.347554		0.783838
254907		0.446075		0.446081		0.446102		0.340182		0.333492		0.346953		0.782254
254908		0.446141		0.446161		0.446122		0.298877		0.290106		0.307764		0.694898
254909		0.4461		0.446069		0.446083		0.346657		0.340486		0.352823		0.795760
254911		0.446105		0.44612		0.446091		0.30698		0.298496		0.315572		0.712188
254912		0.446115		0.446132		0.446099		0.31041		0.302271		0.318642		0.719441
254913		0.446088		0.446093		0.446083		0.314435		0.306279		0.32268		0.728015
254914		0.446067		0.44607		0.446088		0.346164		0.339737		0.352661		0.794793
254915		0.44607		0.446083		0.446062		0.35751		0.351859		0.363196		0.818459
254916		0.446074		0.44608		0.446068		0.321223		0.313443		0.329082		0.742387
254917		0.446105		0.446116		0.446095		0.298908		0.289806		0.308133		0.695031
254918		0.446066		0.446068		0.446063		0.311493		0.303271		0.319806		0.721829
254919		0.446057		0.44606		0.446053		0.321321		0.313368		0.329358		0.742627
254920		0.446054		0.446055		0.446052		0.312773		0.304613		0.321025		0.724563
254921		0.446071		0.446077		0.446096		0.337938		0.331192		0.344764		0.777558
254922		0.446078		0.446084		0.446071		0.313262		0.305789		0.320811		0.725552
254923		0.446078		0.446059		0.446066		0.353634		0.347817		0.359454		0.810368
254925		0.446083		0.446092		0.446075		0.322464		0.315057		0.329941		0.744987
254926		0.446055		0.446053		0.44606		0.32906		0.32174		0.336443		0.758938
254927		0.446073		0.446078		0.446101		0.341869		0.33518		0.34864		0.785792
254928		0.446071		0.446078		0.446093		0.339332		0.332801		0.345941		0.780481
254930		0.446107		0.446125		0.446092		0.321026		0.313193		0.328949		0.741908
254931		0.44611		0.446125		0.446097		0.306547		0.298083		0.315113		0.711258
254932		0.446277		0.446308		0.446282		0.328741		0.321021		0.336565		0.757840
254933		0.446054		0.446057		0.446052		0.322383		0.314899		0.329939		0.744871
254934		0.446067		0.446069		0.446065		0.324183		0.316393		0.332044		0.748642
254935		0.446066		0.446073		0.446061		0.329084		0.321858		0.336376		0.758966
254936		0.446099		0.44611		0.446089		0.313286		0.305699		0.320954		0.725564
254937		0.446158		0.446182		0.446136		0.296536		0.28764		0.305558		0.689882
254938		0.446078		0.446086		0.446071		0.325249		0.317984		0.332579		0.750869
254939		0.446092		0.446106		0.44608		0.309438		0.301033		0.317948		0.717425
254940		0.446068		0.44608		0.446059		0.356333		0.351004		0.361691		0.816012
254941		0.446073		0.44608		0.446066		0.322208		0.314691		0.329798		0.744468
254950		0.446063		0.446069		0.446059		0.329498		0.322144		0.336919		0.759843
254951		0.446059		0.446061		0.446056		0.314605		0.306769		0.322522		0.728430
254952		0.446069		0.446092		0.446092		0.279493		0.269735		0.289408		0.653612
254954		0.445415		0.445341		0.445489		0.400635		0.397724		0.403553		0.908882
254955		0.446079		0.446087		0.446072		0.319851		0.311907		0.327876		0.739480
254956		0.446422		0.44644		0.446405		0.364706		0.359522		0.369917		0.832730
254957		0.446073		0.446077		0.446071		0.344982		0.338783		0.351228		0.792309
254959		0.446349		0.446361		0.44634		0.379439		0.375175		0.383721		0.863387
254960		0.446069		0.446073		0.446064		0.313582		0.305537		0.321716		0.726248
254961		0.44612		0.446133		0.446108		0.309288		0.301373		0.317308		0.717053
254962		0.446157		0.446183		0.446116		0.304388		0.296013		0.31286		0.706586
254963		0.446059		0.446062		0.446057		0.329514		0.3224		0.336695		0.759886
254964		0.446066		0.446068		0.446063		0.311154		0.302685		0.319719		0.721112
254965		0.446057		0.44606		0.446055		0.333519		0.326628		0.340469		0.768310
254966		0.446125		0.446138		0.446392		0.347475		0.341404		0.35385		0.797419
254968		0.446073		0.446079		0.446067		0.314697		0.306508		0.322976		0.728600
254969		0.446055		0.446055		0.446055		0.306337		0.298256		0.314511		0.710917
254970		0.446327		0.446066		0.44631		0.362527		0.357013		0.367809		0.828390
254971		0.446058		0.446061		0.446055		0.307794		0.299441		0.316248		0.714003
254972		0.446278		0.446281		0.446275		0.386888		0.38287		0.390919		0.878898
254973		0.446066		0.446074		0.446385		0.365017		0.359693		0.370639		0.834077
254974		0.446062		0.446071		0.446326		0.362739		0.356987		0.368766		0.829354
254976		0.446064		0.44607		0.44606		0.32872		0.321302		0.336206		0.758203
254977		0.446102		0.446113		0.446091		0.305903		0.297413		0.314498		0.709907
254978		0.446086		0.446094		0.446078		0.316085		0.308431		0.323816		0.731509
254985		0.446091		0.446095		0.446085		0.295633		0.286863		0.30452		0.688084
254987		0.4464		0.446412		0.44639		0.370168		0.365668		0.374689		0.844104
254988		0.44607		0.446078		0.446068		0.292559		0.283329		0.301967		0.681564
254989		0.446121		0.446135		0.446108		0.298634		0.289757		0.307631		0.694417
254990		0.446079		0.446085		0.446074		0.330977		0.323638		0.338379		0.762924
254993		0.446099		0.446078		0.44608		0.343323		0.3369		0.349753		0.788785
254994		0.446055		0.446056		0.446054		0.321616		0.313962		0.329344		0.743251
255001		0.446067		0.446069		0.446065		0.309993		0.30169		0.318389		0.718649
255002		0.446116		0.446128		0.446106		0.325377		0.317657		0.333177		0.751064
255003		0.446108		0.446117		0.446098		0.303036		0.294424		0.311755		0.703807
255004		0.446084		0.446093		0.446115		0.33256		0.325609		0.339606		0.766242
255005		0.446104		0.446075		0.446086		0.345293		0.339127		0.351451		0.792898
255006		0.446076		0.446092		0.446064		0.352012		0.346126		0.357936		0.806988
255007		0.44604		0.446039		0.446044		0.336899		0.330296		0.343552		0.775437
255008		0.446117		0.446133		0.446103		0.326605		0.319293		0.333989		0.753651
255009		0.44606		0.446062		0.446058		0.328283		0.321507		0.335114		0.757292
