Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 	 \\ 
254656		0.553891		0.553796		0.553986		0.319598		0.306402		0.33315
254657		0.555916		0.555896		0.555938		0.461341		0.455788		0.466922
254658		0.556482		0.556441		0.556524		0.444114		0.437402		0.450874
254659		0.543721		0.546474		0.540961		0.5		0.5		0.5
254660		0.547061		0.546744		0.547378		0.082885		0.0713938		0.0962367
254661		0.550052		0.54977		0.550341		0.0652384		0.0548887		0.0774702
254662		0.548691		0.54825		0.549125		0.199119		0.184658		0.21485
254663		0.54571		0.545203		0.546257		0.000674661		0.00040018		0.00115139
254665		0.543299		0.542796		0.543765		0.000156818		9.1856e-05		0.00027115
254666		0.544739		0.544179		0.545365		0.0680227		0.0578244		0.0802346
254667		0.547042		0.546634		0.547459		0.00414888		0.00288141		0.00599172
254669		0.549876		0.549611		0.550144		0.0695818		0.0589682		0.081988
254670		0.548737		0.54845		0.54903		0.0757183		0.0650054		0.0881475
254671		0.543808		0.543672		0.544354		0.00111761		0.000741349		0.00170308
254672		0.547433		0.547068		0.547667		0.0143594		0.0110093		0.0187706
254673		0.548458		0.548081		0.548796		0.0253387		0.0202298		0.031723
254674		0.551358		0.551141		0.551583		0.146836		0.130283		0.165168
254675		0.556997		0.55697		0.557423		0.466103		0.459927		0.472708
254677		0.523479		0.524968		0.521989		0.5		0.5		0.5
254678		0.556124		0.556066		0.556184		0.408414		0.398623		0.418356
254680		0.542184		0.545136		0.539226		0.5		0.5		0.5
254681		0.554568		0.557379		0.551203		0.5		0.49945		0.5
254682		0.55192		0.555154		0.548677		0.5		0.5		0.5
254683		0.542009		0.544686		0.539327		0.5		0.5		0.5
254684		0.555159		0.555005		0.555315		0.276948		0.261969		0.292546
254685		0.530352		0.532208		0.528494		0.5		0.5		0.5
254686		0.55693		0.557399		0.553423		0.5		0.496941		0.5
254687		0.557422		0.557457		0.557385		0.493255		0.489186		0.497331
254688		0.557257		0.557297		0.557216		0.49489		0.490659		0.499131
254690		0.524203		0.525627		0.522776		0.5		0.5		0.5
254691		0.556997		0.556963		0.557032		0.4289		0.42093		0.436935
254693		0.517223		0.518331		0.516113		0.5		0.5		0.5
254694		0.541832		0.54437		0.539288		0.5		0.5		0.5
254695		0.552397		0.555632		0.549153		0.5		0.5		0.5
254696		0.556643		0.556576		0.55671		0.463348		0.45718		0.469563
254697		0.557456		0.557488		0.557422		0.489193		0.485125		0.493268
254698		0.533254		0.535253		0.531251		0.5		0.5		0.5
254699		0.536721		0.539023		0.534416		0.5		0.5		0.5
254700		0.557184		0.557158		0.557211		0.452532		0.446162		0.458936
254701		0.557165		0.557211		0.557118		0.483284		0.478299		0.488283
254702		0.539148		0.541665		0.536628		0.5		0.5		0.5
254703		0.557155		0.557128		0.557184		0.460843		0.454685		0.467033
254704		0.536562		0.53892		0.5342		0.5		0.5		0.5
254705		0.541101		0.543531		0.538667		0.5		0.5		0.5
254706		0.510136		0.510837		0.509435		0.5		0.5		0.5
254707		0.557376		0.557415		0.557335		0.493536		0.488982		0.498104
254708		0.555931		0.55584		0.556023		0.350527		0.338628		0.362677
254709		0.554202		0.557383		0.550682		0.5		0.499667		0.5
254710		0.556654		0.556634		0.556676		0.413792		0.405091		0.422578
254711		0.546854		0.549633		0.544069		0.5		0.5		0.5
254712		0.552798		0.556044		0.549541		0.5		0.5		0.5
254714		0.543457		0.546373		0.540534		0.5		0.5		0.5
254715		0.556455		0.556439		0.556474		0.409199		0.400667		0.417817
254717		0.5286		0.530336		0.526862		0.5		0.5		0.5
254718		0.554677		0.557378		0.55124		0.5		0.499266		0.5
254719		0.527174		0.528814		0.525533		0.5		0.5		0.5
254720		0.550033		0.553264		0.546792		0.5		0.5		0.5
254721		0.510193		0.510864		0.509522		0.5		0.5		0.5
254722		0.507221		0.507677		0.506765		0.5		0.5		0.5
254723		0.50375		0.503989		0.503511		0.5		0.5		0.5
254724		0.544416		0.54719		0.541636		0.5		0.5		0.5
254725		0.517871		0.519011		0.51673		0.5		0.5		0.5
254727		0.542161		0.544707		0.539609		0.5		0.5		0.5
254729		0.557585		0.557625		0.557546		0.477765		0.47297		0.482574
254731		0.538669		0.540993		0.536342		0.5		0.5		0.5
254733		0.515522		0.516535		0.514507		0.5		0.5		0.5
254734		0.533197		0.535316		0.531073		0.5		0.5		0.5
254735		0.548886		0.548556		0.549348		0.0769323		0.0652378		0.09077
254736		0.557425		0.557459		0.557389		0.496054		0.492263		0.499852
254738		0.543059		0.545744		0.540369		0.5		0.5		0.5
254739		0.557627		0.557669		0.557583		0.4774		0.472327		0.48249
254740		0.556605		0.557379		0.553139		0.5		0.497289		0.5
254742		0.549637		0.552746		0.546519		0.5		0.5		0.5
254743		0.556845		0.556812		0.55688		0.45982		0.453338		0.466345
254744		0.557369		0.557402		0.557335		0.49579		0.491659		0.49993
254747		0.557443		0.55748		0.557404		0.489503		0.485305		0.493711
254748		0.557287		0.557302		0.557269		0.488266		0.484179		0.492363
254752		0.524826		0.526387		0.523262		0.5		0.5		0.5
254754		0.54507		0.54459		0.545572		0.00628004		0.00452649		0.00875319
254755		0.538998		0.541411		0.536579		0.5		0.5		0.5
254756		0.516068		0.517132		0.515004		0.5		0.5		0.5
254757		0.556615		0.556594		0.55664		0.427026		0.418635		0.435491
254758		0.554984		0.557399		0.551505		0.5		0.498934		0.5
254759		0.55714		0.557114		0.557526		0.469199		0.463678		0.475104
254760		0.557404		0.557432		0.557375		0.490942		0.486793		0.495099
254761		0.548342		0.547955		0.548741		0.00613573		0.00426381		0.00884373
254762		0.557645		0.557228		0.5576		0.472215		0.46625		0.477736
254763		0.55475		0.55736		0.551277		0.5		0.499138		0.5
254764		0.54736		0.550131		0.544583		0.5		0.5		0.5
254765		0.55752		0.557556		0.557482		0.487521		0.483225		0.491827
254766		0.517155		0.518209		0.5161		0.5		0.5		0.5
254767		0.518091		0.519227		0.516957		0.5		0.5		0.5
254768		0.552149		0.555587		0.548701		0.5		0.5		0.5
254769		0.55739		0.557424		0.555954		0.4977		0.493992		0.5
254771		0.554922		0.557386		0.551688		0.5		0.49923		0.5
254772		0.557473		0.557508		0.557436		0.485779		0.481321		0.490251
254773		0.557454		0.557489		0.557417		0.493137		0.489127		0.497155
254774		0.522754		0.524454		0.521054		0.5		0.5		0.5
254775		0.557344		0.557383		0.557304		0.479825		0.475331		0.484331
254776		0.557396		0.557429		0.555174		0.498639		0.495075		0.5
254778		0.525363		0.526959		0.523763		0.5		0.5		0.5
254779		0.506169		0.50655		0.505787		0.5		0.5		0.5
254780		0.554353		0.557372		0.551001		0.5		0.499672		0.5
254781		0.549305		0.552434		0.546168		0.5		0.5		0.5
254782		0.554229		0.554019		0.554432		0.411523		0.403396		0.4198
254783		0.520795		0.522168		0.519421		0.5		0.5		0.5
254784		0.530658		0.532657		0.528657		0.5		0.5		0.5
254785		0.51133		0.512073		0.510587		0.5		0.5		0.5
254786		0.557471		0.557504		0.557436		0.491713		0.487797		0.495637
254787		0.549961		0.553215		0.546698		0.5		0.5		0.5
254788		0.557528		0.557565		0.55749		0.482119		0.477562		0.486689
254789		0.528086		0.529929		0.52624		0.5		0.5		0.5
254790		0.541747		0.544289		0.539199		0.5		0.5		0.5
254791		0.525048		0.526618		0.52347		0.5		0.5		0.5
254792		0.520181		0.521472		0.518889		0.5		0.5		0.5
254793		0.543462		0.546271		0.540647		0.5		0.5		0.5
254794		0.553806		0.557217		0.550384		0.5		0.5		0.5
254796		0.555766		0.555668		0.555864		0.340764		0.328415		0.353387
254797		0.557298		0.557344		0.557251		0.481774		0.476569		0.486995
254798		0.526457		0.528135		0.52478		0.5		0.5		0.5
254800		0.508774		0.509389		0.508159		0.5		0.5		0.5
254802		0.555869		0.555806		0.555933		0.414793		0.405905		0.423787
254803		0.541012		0.543544		0.538474		0.5		0.5		0.5
254804		0.557234		0.557208		0.557262		0.463718		0.45794		0.469522
254805		0.529264		0.531195		0.527331		0.5		0.5		0.5
254806		0.531833		0.533788		0.529874		0.5		0.5		0.5
254808		0.552749		0.556244		0.549244		0.5		0.5		0.5
254809		0.555151		0.555052		0.555252		0.281231		0.267451		0.295485
254810		0.555519		0.555442		0.555597		0.360107		0.348017		0.372428
254811		0.525683		0.527197		0.524168		0.5		0.5		0.5
254820		0.548471		0.548088		0.548778		0.0249		0.0194945		0.0317878
254877		0.55309		0.552868		0.553099		0.254134		0.237283		0.271796
254910		0.553107		0.552915		0.553299		0.159261		0.142378		0.177791
254942		0.548385		0.548215		0.548551		0.222824		0.207309		0.239338
254943		0.547252		0.546867		0.547718		0.00209713		0.00137853		0.00320425
254944		0.548533		0.548202		0.548939		0.020301		0.015847		0.0260481
254946		0.501021		0.501097		0.500944		0.5		0.5		0.5
254948		0.515037		0.516263		0.51381		0.5		0.5		0.5
254980		0.553825		0.553771		0.554183		0.408761		0.400853		0.417087
254981		0.503109		0.503393		0.502825		0.5		0.5		0.5
254983		0.512047		0.512991		0.511104		0.5		0.5		0.5
254995		0.523827		0.525371		0.522281		0.5		0.5		0.5
254997		0.509236		0.509817		0.508654		0.5		0.5		0.5
254998		0.512813		0.513638		0.511988		0.5		0.5		0.5
255000		0.520043		0.521351		0.518734		0.5		0.5		0.5
Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 	 \\ 
254813		0.557169		0.557208		0.557129		0.481102		0.476837		0.485378
254814		0.530843		0.532688		0.528995		0.5		0.5		0.5
254815		0.557592		0.557632		0.557551		0.479406		0.474461		0.484366
254817		0.516289		0.51726		0.515317		0.5		0.5		0.5
254818		0.532907		0.535		0.530811		0.5		0.5		0.5
254819		0.547189		0.550385		0.543985		0.5		0.5		0.5
254821		0.523958		0.52567		0.522244		0.5		0.5		0.5
254822		0.535191		0.537405		0.532973		0.5		0.5		0.5
254823		0.53346		0.535972		0.530943		0.5		0.5		0.5
254824		0.524125		0.525688		0.522556		0.5		0.5		0.5
254825		0.523437		0.524853		0.52202		0.5		0.5		0.5
254827		0.552861		0.556207		0.549505		0.5		0.5		0.5
254828		0.54609		0.548775		0.543389		0.5		0.5		0.5
254829		0.547164		0.550179		0.544141		0.5		0.5		0.5
254830		0.535857		0.538152		0.533558		0.5		0.5		0.5
254831		0.519445		0.520631		0.518257		0.5		0.5		0.5
254832		0.555915		0.555838		0.555993		0.346082		0.333927		0.358482
254833		0.557416		0.557449		0.557353		0.496404		0.492785		0.5
254834		0.557146		0.557111		0.557545		0.468524		0.46299		0.474446
254835		0.523565		0.525027		0.522103		0.5		0.5		0.5
254836		0.535966		0.538246		0.533683		0.5		0.5		0.5
254837		0.557229		0.557202		0.557648		0.465788		0.459954		0.472042
254838		0.533183		0.535154		0.531209		0.5		0.5		0.5
254839		0.557186		0.557155		0.55759		0.468111		0.462464		0.474159
254840		0.556464		0.556423		0.556507		0.410341		0.400823		0.419975
254841		0.556842		0.556817		0.556869		0.461692		0.455794		0.467618
254842		0.510954		0.511648		0.51026		0.5		0.5		0.5
254843		0.514551		0.515461		0.513641		0.5		0.5		0.5
254844		0.512906		0.513746		0.512065		0.5		0.5		0.5
254845		0.556602		0.557382		0.553183		0.5		0.497344		0.5
254846		0.524045		0.525518		0.522572		0.5		0.5		0.5
254847		0.50988		0.510494		0.509266		0.5		0.5		0.5
254848		0.55754		0.55758		0.557499		0.479498		0.474492		0.48452
254849		0.55714		0.557102		0.557523		0.469267		0.463688		0.475214
254850		0.514371		0.515207		0.513534		0.5		0.5		0.5
254851		0.557619		0.557659		0.557578		0.476962		0.471997		0.481942
254855		0.521601		0.523158		0.520044		0.5		0.5		0.5
254856		0.555552		0.557395		0.552212		0.5		0.498496		0.5
254858		0.556765		0.556746		0.556786		0.412402		0.404382		0.420495
254859		0.505168		0.505471		0.504866		0.5		0.5		0.5
254860		0.534348		0.536521		0.532171		0.5		0.5		0.5
254861		0.520969		0.522242		0.519696		0.5		0.5		0.5
254862		0.5553		0.557374		0.551877		0.5		0.498646		0.5
254863		0.526641		0.52833		0.524951		0.5		0.5		0.5
254864		0.509773		0.510414		0.509131		0.5		0.5		0.5
254865		0.51823		0.519371		0.517089		0.5		0.5		0.5
254866		0.556707		0.556667		0.556749		0.460338		0.454364		0.466349
254867		0.55344		0.556858		0.550013		0.5		0.5		0.5
254869		0.55656		0.557397		0.552975		0.5		0.497234		0.5
254870		0.524811		0.526274		0.523345		0.5		0.5		0.5
254871		0.533887		0.535988		0.531782		0.5		0.5		0.5
254872		0.523085		0.524529		0.521641		0.5		0.5		0.5
254873		0.55552		0.55542		0.55562		0.328133		0.315461		0.34113
254874		0.546277		0.54933		0.543218		0.5		0.5		0.5
254875		0.543633		0.546427		0.540834		0.5		0.5		0.5
254876		0.545054		0.547882		0.542218		0.5		0.5		0.5
254879		0.53037		0.532207		0.528532		0.5		0.5		0.5
254881		0.557207		0.557181		0.55765		0.463819		0.457933		0.470151
254882		0.557366		0.5574		0.554817		0.49878		0.495028		0.5
254883		0.550965		0.554447		0.547473		0.5		0.5		0.5
254884		0.556932		0.556927		0.556932		0.484991		0.480112		0.489899
254885		0.557224		0.557196		0.557253		0.462039		0.456126		0.467981
254886		0.557486		0.557522		0.557449		0.486107		0.481848		0.490375
254887		0.548354		0.55118		0.545521		0.5		0.5		0.5
254888		0.544631		0.547459		0.541796		0.5		0.5		0.5
254889		0.527339		0.529053		0.525624		0.5		0.5		0.5
254890		0.556966		0.556929		0.557004		0.416535		0.407897		0.425259
254891		0.554977		0.557345		0.551788		0.5		0.499179		0.5
254892		0.557631		0.55721		0.557586		0.471962		0.465857		0.477621
254893		0.552597		0.55596		0.549223		0.5		0.5		0.5
254894		0.557485		0.557522		0.557447		0.490485		0.486409		0.494571
254895		0.516368		0.517503		0.515233		0.5		0.5		0.5
254896		0.556257		0.556174		0.556341		0.374299		0.363033		0.385755
254897		0.528886		0.530676		0.527095		0.5		0.5		0.5
254898		0.528249		0.530033		0.526463		0.5		0.5		0.5
254899		0.533925		0.536208		0.531638		0.5		0.5		0.5
254900		0.554182		0.55735		0.550923		0.5		0.499918		0.5
254901		0.545913		0.548755		0.543066		0.5		0.5		0.5
254902		0.528411		0.530109		0.526711		0.5		0.5		0.5
254903		0.549077		0.552158		0.545988		0.5		0.5		0.5
254905		0.553586		0.557121		0.550041		0.5		0.5		0.5
254906		0.548353		0.551424		0.545274		0.5		0.5		0.5
254907		0.539101		0.541556		0.536639		0.5		0.5		0.5
254908		0.52643		0.528122		0.524736		0.5		0.5		0.5
254909		0.532972		0.534954		0.530987		0.5		0.5		0.5
254911		0.557511		0.557549		0.557472		0.487005		0.482563		0.491458
254912		0.556584		0.557408		0.552973		0.5		0.497192		0.5
254913		0.539643		0.542115		0.537166		0.5		0.5		0.5
254914		0.535162		0.537358		0.532963		0.5		0.5		0.5
254915		0.557431		0.557467		0.557393		0.494777		0.490766		0.498796
254916		0.520937		0.522311		0.519562		0.5		0.5		0.5
254917		0.548436		0.551564		0.545301		0.5		0.5		0.5
254918		0.503267		0.503477		0.503057		0.5		0.5		0.5
254919		0.557374		0.557405		0.554902		0.498865		0.495273		0.5
254920		0.557614		0.557207		0.557579		0.4726		0.467092		0.477682
254921		0.506126		0.50649		0.505761		0.5		0.5		0.5
254922		0.516629		0.517632		0.515625		0.5		0.5		0.5
254923		0.517979		0.519049		0.516909		0.5		0.5		0.5
254925		0.51998		0.521259		0.5187		0.5		0.5		0.5
254926		0.537381		0.539646		0.535112		0.5		0.5		0.5
254928		0.557144		0.557108		0.557181		0.463603		0.457821		0.469412
254930		0.55755		0.557586		0.557513		0.478896		0.473917		0.483891
254931		0.509558		0.510195		0.50892		0.5		0.5		0.5
254932		0.502099		0.502233		0.501965		0.5		0.5		0.5
254933		0.504322		0.504579		0.504066		0.5		0.5		0.5
254934		0.557442		0.557479		0.557404		0.490805		0.486656		0.494963
254935		0.550336		0.553559		0.547102		0.5		0.5		0.5
254936		0.557445		0.557479		0.557409		0.494523		0.490759		0.498293
254937		0.518223		0.519432		0.517012		0.5		0.5		0.5
254938		0.543735		0.546329		0.541135		0.5		0.5		0.5
254939		0.556281		0.556215		0.556349		0.370841		0.359999		0.381855
254940		0.557394		0.557427		0.556866		0.496921		0.49335		0.5
254941		0.546489		0.549404		0.543567		0.5		0.5		0.5
254950		0.504125		0.504395		0.503855		0.5		0.5		0.5
254951		0.511732		0.512497		0.510967		0.5		0.5		0.5
254952		0.505622		0.506048		0.505196		0.5		0.5		0.5
254956		0.542161		0.544741		0.539573		0.5		0.5		0.5
254957		0.536303		0.538483		0.534119		0.5		0.5		0.5
254959		0.500389		0.500412		0.500365		0.5		0.5		0.5
254960		0.511161		0.511861		0.510462		0.5		0.5		0.5
254963		0.557331		0.557359		0.553908		0.499898		0.496373		0.5
254964		0.50542		0.505837		0.505003		0.5		0.5		0.5
254965		0.505159		0.505487		0.50483		0.5		0.5		0.5
254966		0.517489		0.518518		0.51646		0.5		0.5		0.5
254968		0.507488		0.507953		0.507023		0.5		0.5		0.5
254969		0.504553		0.504844		0.504262		0.5		0.5		0.5
254970		0.500007		0.500007		0.500007		0.5		0.5		0.5
254971		0.509452		0.510099		0.508804		0.5		0.5		0.5
254973		0.557288		0.557321		0.556874		0.496376		0.492374		0.5
254974		0.553008		0.556432		0.549505		0.5		0.49995		0.5
254976		0.516034		0.517049		0.515018		0.5		0.5		0.5
254977		0.503956		0.504189		0.503723		0.5		0.5		0.5
254978		0.502616		0.502803		0.502429		0.5		0.5		0.5
254985		0.504243		0.504487		0.503999		0.5		0.5		0.5
254987		0.51171		0.51241		0.511008		0.5		0.5		0.5
254988		0.503784		0.504007		0.503561		0.5		0.5		0.5
254989		0.547881		0.550887		0.544866		0.5		0.5		0.5
254990		0.507403		0.507973		0.506833		0.5		0.5		0.5
254993		0.503775		0.50402		0.50353		0.5		0.5		0.5
254994		0.514867		0.515836		0.513897		0.5		0.5		0.5
255001		0.557464		0.557501		0.557426		0.489503		0.485266		0.49375
255002		0.557164		0.557206		0.557121		0.488949		0.484488		0.49342
255003		0.505101		0.505495		0.504707		0.5		0.5		0.5
255004		0.536923		0.539128		0.534715		0.5		0.5		0.5
255005		0.535806		0.53817		0.533437		0.5		0.5		0.5
255006		0.533142		0.535206		0.531075		0.5		0.5		0.5
255007		0.546212		0.548974		0.543443		0.5		0.5		0.5
255008		0.557201		0.557396		0.55344		0.5		0.496406		0.5
255009		0.533837		0.536123		0.531547		0.5		0.5		0.5
255010		0.544425		0.547274		0.541569		0.5		0.5		0.5
255012		0.516274		0.517256		0.515292		0.5		0.5		0.5
255013		0.539122		0.541403		0.536837		0.5		0.5		0.5
255014		0.518266		0.519403		0.517128		0.5		0.5		0.5
255015		0.55559		0.557322		0.552083		0.5		0.498219		0.5
255016		0.556999		0.556973		0.557026		0.460562		0.45448		0.466675
255017		0.523652		0.525163		0.522142		0.5		0.5		0.5
255018		0.528677		0.53061		0.526741		0.5		0.5		0.5
255019		0.53978		0.542181		0.537375		0.5		0.5		0.5
255020		0.532725		0.534872		0.530574		0.5		0.5		0.5
255021		0.529703		0.531619		0.527784		0.5		0.5		0.5
255022		0.523595		0.525115		0.522075		0.5		0.5		0.5
255023		0.55743		0.557465		0.557393		0.489251		0.484859		0.493652
255024		0.557091		0.557064		0.557121		0.443939		0.436792		0.451134
255025		0.54281		0.545572		0.540039		0.5		0.5		0.5
255026		0.557065		0.557038		0.557095		0.436555		0.428658		0.444512
255027		0.539887		0.542309		0.537458		0.5		0.5		0.5
255028		0.517761		0.51904		0.516481		0.5		0.5		0.5
255029		0.538173		0.5408		0.53554		0.5		0.5		0.5
255031		0.552492		0.555669		0.549305		0.5		0.5		0.5
255032		0.557493		0.557529		0.557455		0.488694		0.484465		0.492934
255033		0.500935		0.500995		0.500875		0.5		0.5		0.5
255034		0.533012		0.534991		0.531029		0.5		0.5		0.5
255035		0.518463		0.519586		0.517339		0.5		0.5		0.5
255037		0.552523		0.555683		0.549352		0.5		0.5		0.5
255038		0.519564		0.520959		0.518168		0.5		0.5		0.5
255039		0.556592		0.556541		0.556644		0.442062		0.434392		0.449807
255040		0.514363		0.515231		0.513496		0.5		0.5		0.5
255041		0.510201		0.510829		0.509574		0.5		0.5		0.5
255042		0.522392		0.523863		0.520916		0.5		0.5		0.5
255043		0.557482		0.557521		0.557442		0.487173		0.482666		0.491691
255044		0.549925		0.553012		0.54683		0.5		0.5		0.5
255045		0.539683		0.542107		0.537254		0.5		0.5		0.5
255046		0.535825		0.538058		0.533588		0.5		0.5		0.5
255047		0.543411		0.546187		0.540628		0.5		0.5		0.5
255048		0.516319		0.517382		0.515255		0.5		0.5		0.5
255050		0.51798		0.519106		0.516854		0.5		0.5		0.5
255051		0.523432		0.524874		0.521988		0.5		0.5		0.5
255052		0.557418		0.557453		0.557382		0.495839		0.491927		0.49976
255053		0.530521		0.532408		0.528632		0.5		0.5		0.5
255054		0.553351		0.556468		0.550226		0.5		0.5		0.5
255055		0.524447		0.526034		0.522853		0.5		0.5		0.5
255056		0.557269		0.557309		0.557228		0.489228		0.484944		0.493522
255057		0.557554		0.557592		0.557515		0.481795		0.477194		0.486407
255058		0.525014		0.526733		0.523291		0.5		0.5		0.5
255060		0.519021		0.520148		0.517893		0.5		0.5		0.5
255061		0.517055		0.518085		0.516025		0.5		0.5		0.5
255062		0.534855		0.53706		0.532646		0.5		0.5		0.5
255063		0.55756		0.557597		0.557521		0.483538		0.47899		0.488098
255065		0.532984		0.535219		0.530745		0.5		0.5		0.5
255066		0.505084		0.505381		0.504786		0.5		0.5		0.5
255067		0.557192		0.557166		0.557219		0.454745		0.448675		0.460847
255068		0.557554		0.557591		0.557515		0.482664		0.478173		0.487166
255069		0.557507		0.557544		0.557468		0.486227		0.481748		0.490716
255071		0.505021		0.505322		0.50472		0.5		0.5		0.5
255072		0.536274		0.538582		0.533963		0.5		0.5		0.5
255073		0.534957		0.537399		0.532511		0.5		0.5		0.5
255074		0.513609		0.514456		0.512761		0.5		0.5		0.5
255075		0.500602		0.500641		0.500563		0.5		0.5		0.5
255076		0.55709		0.557061		0.557121		0.443064		0.435973		0.450202
255077		0.55742		0.557454		0.557194		0.496451		0.492714		0.5
255078		0.541926		0.544494		0.539353		0.5		0.5		0.5
255079		0.534274		0.536527		0.532017		0.5		0.5		0.5
255081		0.554266		0.557372		0.551018		0.5		0.499866		0.5
255083		0.534962		0.537273		0.532646		0.5		0.5		0.5
255084		0.523798		0.525467		0.522128		0.5		0.5		0.5
255085		0.540015		0.542417		0.537608		0.5		0.5		0.5
255086		0.557154		0.557124		0.557184		0.462402		0.456737		0.468095
255087		0.557361		0.557392		0.556754		0.496795		0.493017		0.5
255088		0.557112		0.557108		0.557113		0.485101		0.480703		0.489527
255089		0.557379		0.557414		0.555563		0.498023		0.494254		0.5
255090		0.55717		0.55714		0.557202		0.460592		0.454334		0.466884
255091		0.557461		0.557494		0.557427		0.487986		0.483664		0.492318
255092		0.544958		0.548025		0.54188		0.5		0.5		0.5
255094		0.532041		0.534082		0.529993		0.5		0.5		0.5
255095		0.519659		0.520968		0.518349		0.5		0.5		0.5
255097		0.537945		0.540316		0.535571		0.5		0.5		0.5
255098		0.557464		0.557501		0.557425		0.492958		0.488774		0.497151
Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 	 \\ 
254616		0.549948		0.549866		0.55003		0.334558		0.321807		0.34768
254624		0.555051		0.555035		0.55507		0.435489		0.428734		0.442297
254664		0.54872		0.548386		0.54906		0.0191704		0.0148271		0.0247761
254668		0.548674		0.548375		0.548978		0.0687951		0.0584342		0.08096
254689		0.551319		0.554439		0.548189		0.5		0.5		0.5
254692		0.557465		0.557507		0.557422		0.480032		0.475141		0.484937
254713		0.55696		0.556935		0.556989		0.44333		0.435951		0.450758
254728		0.533577		0.535712		0.531437		0.5		0.5		0.5
254730		0.54858		0.551669		0.545483		0.5		0.5		0.5
254732		0.557414		0.557449		0.557379		0.494763		0.490993		0.49854
254737		0.555146		0.557355		0.551441		0.5		0.4985		0.5
254741		0.555593		0.557397		0.551977		0.5		0.49818		0.5
254745		0.541739		0.544567		0.5389		0.5		0.5		0.5
254746		0.532638		0.534617		0.530656		0.5		0.5		0.5
254749		0.556766		0.556743		0.556792		0.439745		0.432566		0.446974
254750		0.519481		0.520771		0.518189		0.5		0.5		0.5
254751		0.55733		0.557411		0.553832		0.5		0.496557		0.5
254753		0.554523		0.554304		0.554667		0.306575		0.291341		0.322278
254770		0.542448		0.545075		0.539816		0.5		0.5		0.5
254777		0.557226		0.556787		0.557194		0.472501		0.46645		0.478107
254795		0.557649		0.55724		0.557605		0.473622		0.467873		0.47894
254799		0.555006		0.554883		0.555131		0.283566		0.268971		0.298725
