Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 		CL_exp\\ 
254601		0.312936		0.31382		0.312021		0.209577		0.205296		0.213995		0.748708
254605		0.428758		0.433403		0.423215		0.172437		0.172965		0.17166		0.444246
254613		0.31609		0.317028		0.315115		0.193295		0.188664		0.198105		0.698638
254617		0.31643		0.31737		0.315457		0.197008		0.19255		0.201634		0.707921
254618		0.33377		0.336214		0.331395		0.139403		0.134867		0.144545		0.513446
254620		0.36681		0.373561		0.360584		0.141549		0.141929		0.141796		0.463515
254621		0.338129		0.340271		0.335915		0.201277		0.196996		0.20582		0.674854
254627		0.319275		0.320326		0.318159		0.176789		0.171502		0.182341		0.646991
254628		0.340241		0.343037		0.337584		0.136381		0.13349		0.139718		0.493395
254632		0.315532		0.316716		0.314289		0.196413		0.190592		0.202515		0.708201
254636		0.294677		0.29469		0.294663		0.294456		0.294455		0.294457		0.999490
254637		0.330717		0.332397		0.329045		0.142721		0.138527		0.147304		0.528539
254641		0.349785		0.354498		0.345489		0.13667		0.134801		0.139229		0.478013
254645		0.307265		0.307962		0.306558		0.264743		0.263085		0.26642		0.900386
254665		0.386019		0.3891		0.38263		0.20797		0.205995		0.210031		0.600435
254675		0.311007		0.311723		0.310272		0.218547		0.215102		0.222076		0.776324
254681		0.303301		0.303889		0.302701		0.25594		0.253327		0.258594		0.887884
254693		0.29633		0.296454		0.296206		0.285971		0.285434		0.286509		0.975899
254714		0.299319		0.299668		0.298965		0.272684		0.271127		0.274254		0.937545
254727		0.299276		0.299547		0.299002		0.272875		0.271668		0.274091		0.938103
254729		0.29773		0.297934		0.297524		0.27985		0.278956		0.280747		0.958252
254731		0.309324		0.31042		0.308237		0.264079		0.262285		0.265923		0.894152
254733		0.297151		0.297314		0.296988		0.29142		0.291244		0.291597		0.986732
254735		0.333387		0.335083		0.332404		0.171682		0.167539		0.176461		0.605183
254752		0.303281		0.303818		0.302735		0.254893		0.252463		0.257358		0.885355
254754		0.364307		0.371363		0.357893		0.140608		0.140769		0.141203		0.465010
254761		0.334249		0.337045		0.331538		0.139226		0.134196		0.145028		0.512087
254768		0.296992		0.297194		0.296789		0.283147		0.282275		0.284023		0.967738
254771		0.297151		0.297315		0.296986		0.282653		0.281953		0.283355		0.966207
254783		0.29549		0.295556		0.295423		0.291533		0.291359		0.291707		0.990830
254785		0.294984		0.295029		0.294939		0.292285		0.292123		0.292448		0.993746
254790		0.301485		0.301897		0.301067		0.263042		0.261186		0.264917		0.909347
254791		0.301776		0.302199		0.301347		0.262638		0.260778		0.264519		0.907705
254800		0.297299		0.297486		0.297112		0.281621		0.280801		0.282444		0.963430
254910		0.372311		0.380788		0.364838		0.143892		0.145192		0.143573		0.460967
254947		0.308295		0.309272		0.307309		0.282722		0.281891		0.283559		0.940942
254948		0.302971		0.303484		0.30245		0.257265		0.254987		0.259573		0.891878
254981		0.29581		0.295922		0.295698		0.288206		0.287719		0.288695		0.982334
254983		0.297948		0.298173		0.297721		0.279463		0.278515		0.280417		0.956836
255000		0.29723		0.2974		0.29706		0.281941		0.281196		0.282688		0.964344
Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 		CL_exp\\ 
254815		0.298058		0.298283		0.297831		0.278297		0.277304		0.279294		0.953817
254818		0.299943		0.300244		0.29964		0.269919		0.268577		0.271271		0.929485
254829		0.308002		0.308785		0.307217		0.277432		0.276558		0.278319		0.929110
