Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 		CL_exp\\ 
254834		0.311548		0.312571		0.310495		0.241268		0.237896		0.244723		0.833073
254851		0.30597		0.306581		0.305347		0.242636		0.23983		0.245489		0.848883
254874		0.295732		0.29581		0.295655		0.289537		0.289257		0.289818		0.985622
254896		0.31872		0.319619		0.317784		0.180376		0.175927		0.185012		0.658020
254898		0.295217		0.295266		0.295168		0.291429		0.291252		0.291606		0.991216
254899		0.297704		0.297896		0.297512		0.279833		0.278989		0.280681		0.958271
254902		0.302399		0.302843		0.301948		0.259012		0.257004		0.261043		0.897452
254916		0.294701		0.294718		0.294683		0.293753		0.293714		0.293791		0.997806
254931		0.297065		0.297235		0.296895		0.282659		0.281917		0.283404		0.966418
254939		0.299461		0.299782		0.299137		0.275908		0.274727		0.277097		0.944918
254959		0.307405		0.308037		0.306759		0.235935		0.232971		0.238956		0.828817
254968		0.297791		0.298041		0.297539		0.279458		0.278357		0.280566		0.957184
254974		0.311095		0.311908		0.310253		0.218228		0.2143		0.222264		0.775306
254977		0.297517		0.297718		0.297314		0.280663		0.279777		0.281553		0.960666
254978		0.296837		0.296976		0.296697		0.284062		0.283474		0.284652		0.970248
255003		0.297209		0.297417		0.296999		0.282065		0.281152		0.282981		0.964686
255005		0.300982		0.301384		0.300579		0.285743		0.285229		0.28626		0.964677
255017		0.301346		0.301922		0.300771		0.279604		0.278466		0.280755		0.949379
255019		0.296021		0.296117		0.295924		0.287592		0.287191		0.287993		0.980411
255026		0.305276		0.305962		0.304575		0.24718		0.244093		0.250324		0.861781
255028		0.297314		0.29749		0.297137		0.290822		0.290606		0.291039		0.984968
255040		0.304516		0.305209		0.303814		0.27445		0.273033		0.27588		0.929913
255044		0.300196		0.300515		0.299875		0.269511		0.268127		0.270907		0.927926
255048		0.295722		0.295801		0.295643		0.288767		0.288433		0.289101		0.983847
255051		0.30034		0.300666		0.30001		0.268144		0.266685		0.269615		0.924306
255069		0.300236		0.300577		0.299891		0.268601		0.267076		0.27014		0.925644
255091		0.302456		0.302894		0.302013		0.259549		0.257613		0.261508		0.898635
255097		0.304141		0.304789		0.303496		0.273353		0.272106		0.274619		0.928147
Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 		CL_exp\\ 
254664		0.392503		0.395145		0.389815		0.198159		0.196492		0.200006		0.565011
254777		0.316678		0.317508		0.315819		0.190322		0.186217		0.194572		0.689376
254826		0.298044		0.298254		0.297832		0.280622		0.279827		0.28142		0.959357
254852		0.298959		0.299285		0.29863		0.27752		0.276306		0.278743		0.949905
254853		0.312477		0.313391		0.311532		0.211325		0.206891		0.215904		0.754286
254868		0.296187		0.296302		0.296072		0.286519		0.286018		0.287021		0.977514
254904		0.29913		0.299469		0.298787		0.273521		0.272014		0.27504		0.939980
254958		0.302116		0.302622		0.301602		0.260181		0.257891		0.262503		0.900950
255064		0.303148		0.303675		0.302613		0.255439		0.253056		0.257855		0.886997
255093		0.303511		0.304114		0.302896		0.253951		0.251199		0.256748		0.882517
