Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 		CL_exp\\ 
254860		0.526248		0.528014		0.524479		0.5		0.5		0.5		0.947504
254861		0.514271		0.515151		0.513389		0.5		0.5		0.5		0.971458
254862		0.53116		0.533063		0.529255		0.5		0.5		0.5		0.937680
254863		0.528907		0.530981		0.52683		0.5		0.5		0.5		0.942185
254866		0.555665		0.55887		0.552424		0.5		0.5		0.5		0.888669
254867		0.503931		0.50418		0.503682		0.5		0.5		0.5		0.992138
254869		0.521063		0.522349		0.519776		0.5		0.5		0.5		0.957874
254870		0.508158		0.508767		0.507548		0.5		0.5		0.5		0.983685
254871		0.5232		0.524802		0.521596		0.5		0.5		0.5		0.953600
254873		0.576372		0.580711		0.572013		0.5		0.5		0.5		0.847256
254874		0.507853		0.508355		0.507351		0.5		0.5		0.5		0.984294
254875		0.512418		0.513233		0.511603		0.5		0.5		0.5		0.975164
254879		0.551583		0.554818		0.548386		0.5		0.5		0.5		0.896834
254881		0.509651		0.510227		0.509076		0.5		0.5		0.5		0.980698
254882		0.514287		0.515127		0.513447		0.5		0.5		0.5		0.971426
254883		0.533412		0.5354		0.531422		0.5		0.5		0.5		0.933175
254884		0.531996		0.533992		0.529997		0.5		0.5		0.5		0.936008
254885		0.521262		0.522637		0.519882		0.5		0.5		0.5		0.957476
254886		0.526461		0.528129		0.524784		0.5		0.5		0.5		0.947077
254887		0.578461		0.583676		0.573217		0.5		0.5		0.5		0.843078
254888		0.508218		0.508704		0.507733		0.5		0.5		0.5		0.983564
254889		0.507299		0.507757		0.50684		0.5		0.5		0.5		0.985402
254890		0.590074		0.596144		0.583944		0.5		0.5		0.5		0.819852
254891		0.552639		0.555852		0.549426		0.5		0.5		0.5		0.894722
254892		0.535035		0.537346		0.532748		0.5		0.5		0.5		0.929930
254893		0.526734		0.528495		0.524971		0.5		0.5		0.5		0.946532
254894		0.533134		0.535262		0.531003		0.5		0.5		0.5		0.933732
254895		0.507688		0.508145		0.50723		0.5		0.5		0.5		0.984625
254896		0.561928		0.566117		0.557722		0.5		0.5		0.5		0.876145
254897		0.532255		0.534268		0.53024		0.5		0.5		0.5		0.935489
254898		0.514414		0.51541		0.513418		0.5		0.5		0.5		0.971172
254899		0.527508		0.529253		0.525762		0.5		0.5		0.5		0.944985
254900		0.511639		0.51237		0.510907		0.5		0.5		0.5		0.976723
254901		0.518887		0.520091		0.517683		0.5		0.5		0.5		0.962226
254902		0.511013		0.511696		0.510329		0.5		0.5		0.5		0.977975
254903		0.52836		0.530109		0.526608		0.5		0.5		0.5		0.943280
254905		0.507428		0.507901		0.506956		0.5		0.5		0.5		0.985143
254907		0.516452		0.517471		0.515432		0.5		0.5		0.5		0.967096
254908		0.506251		0.506689		0.505814		0.5		0.5		0.5		0.987497
254909		0.506212		0.506652		0.505772		0.5		0.5		0.5		0.987575
254912		0.514197		0.515069		0.513324		0.5		0.5		0.5		0.971606
254913		0.511797		0.512532		0.511062		0.5		0.5		0.5		0.976406
254914		0.508158		0.508795		0.507521		0.5		0.5		0.5		0.983684
254915		0.507337		0.507924		0.50675		0.5		0.5		0.5		0.985326
254916		0.510042		0.510725		0.50936		0.5		0.5		0.5		0.979916
254917		0.52001		0.521204		0.518818		0.5		0.5		0.5		0.959981
254918		0.503935		0.504165		0.503705		0.5		0.5		0.5		0.992130
254919		0.537598		0.539991		0.535202		0.5		0.5		0.5		0.924804
254920		0.511557		0.512315		0.510797		0.5		0.5		0.5		0.976887
254921		0.509236		0.509943		0.508528		0.5		0.5		0.5		0.981527
254923		0.524959		0.526481		0.523436		0.5		0.5		0.5		0.950082
254925		0.522395		0.523911		0.520878		0.5		0.5		0.5		0.955211
254926		0.557568		0.56097		0.554156		0.5		0.5		0.5		0.884863
254927		0.561454		0.565073		0.557823		0.5		0.5		0.5		0.877092
254928		0.50798		0.50845		0.50751		0.5		0.5		0.5		0.984040
254930		0.52386		0.525394		0.522327		0.5		0.5		0.5		0.952281
254931		0.510337		0.510975		0.509699		0.5		0.5		0.5		0.979326
254934		0.525891		0.527475		0.524315		0.5		0.5		0.5		0.948218
254935		0.511866		0.512632		0.511101		0.5		0.5		0.5		0.976267
254936		0.503145		0.503342		0.502945		0.5		0.5		0.5		0.993710
254937		0.509755		0.510407		0.509103		0.5		0.5		0.5		0.980490
254938		0.526269		0.52793		0.524604		0.5		0.5		0.5		0.947462
254939		0.530073		0.532478		0.527691		0.5		0.5		0.5		0.939853
254940		0.567734		0.571895		0.563552		0.5		0.5		0.5		0.864532
254941		0.509523		0.510118		0.508927		0.5		0.5		0.5		0.980954
254957		0.53351		0.535624		0.531387		0.5		0.5		0.5		0.932979
254959		0.53455		0.537158		0.531939		0.5		0.5		0.5		0.930900
254960		0.506153		0.506535		0.505772		0.5		0.5		0.5		0.987693
254961		0.619023		0.618922		0.618237		0.491692		0.48255		0.5		0.746133
254962		0.504561		0.504834		0.504288		0.5		0.5		0.5		0.990878
254963		0.539958		0.542439		0.537483		0.5		0.5		0.5		0.920083
254968		0.506444		0.506862		0.506025		0.5		0.5		0.5		0.987112
254969		0.504669		0.504927		0.50441		0.5		0.5		0.5		0.990663
254971		0.506591		0.507022		0.506159		0.5		0.5		0.5		0.986818
254972		0.511515		0.512273		0.510758		0.5		0.5		0.5		0.976969
254973		0.524777		0.526341		0.523211		0.5		0.5		0.5		0.950446
254987		0.51526		0.516514		0.514006		0.5		0.5		0.5		0.969480
254988		0.507702		0.5082		0.507205		0.5		0.5		0.5		0.984595
254994		0.505617		0.505985		0.505256		0.5		0.5		0.5		0.988766
255001		0.523025		0.524434		0.521609		0.5		0.5		0.5		0.953949
255002		0.537207		0.539919		0.53449		0.5		0.5		0.5		0.925586
255003		0.510241		0.510874		0.509608		0.5		0.5		0.5		0.979518
255005		0.521039		0.522586		0.519491		0.5		0.5		0.5		0.957921
255006		0.512538		0.513416		0.51166		0.5		0.5		0.5		0.974924
255007		0.500662		0.500703		0.500623		0.5		0.5		0.5		0.998676
255008		0.521033		0.522424		0.519639		0.5		0.5		0.5		0.957934
255009		0.550188		0.553311		0.547059		0.5		0.5		0.5		0.899624
255010		0.548713		0.55176		0.545657		0.5		0.5		0.5		0.902575
255013		0.53107		0.533235		0.528903		0.5		0.5		0.5		0.937859
255014		0.504077		0.504338		0.503816		0.5		0.5		0.5		0.991846
255015		0.531763		0.533696		0.529825		0.5		0.5		0.5		0.936475
255017		0.505252		0.505593		0.504918		0.5		0.5		0.5		0.989496
255018		0.509654		0.510225		0.509083		0.5		0.5		0.5		0.980692
255019		0.514786		0.515705		0.513867		0.5		0.5		0.5		0.970428
255020		0.508664		0.509215		0.508113		0.5		0.5		0.5		0.982672
255021		0.523544		0.525121		0.521964		0.5		0.5		0.5		0.952911
255024		0.560593		0.564239		0.556934		0.5		0.5		0.5		0.878815
255025		0.547698		0.550813		0.544614		0.5		0.5		0.5		0.904605
255026		0.543428		0.5463		0.540544		0.5		0.5		0.5		0.913144
255027		0.513731		0.514733		0.512725		0.5		0.5		0.5		0.972539
255028		0.501879		0.502001		0.501757		0.5		0.5		0.5		0.996242
255029		0.509248		0.509792		0.508702		0.5		0.5		0.5		0.981505
255032		0.525606		0.527163		0.524063		0.5		0.5		0.5		0.948787
255033		0.507393		0.507833		0.506952		0.5		0.5		0.5		0.985215
255034		0.521819		0.523167		0.520461		0.5		0.5		0.5		0.956362
255037		0.509187		0.509783		0.508592		0.5		0.5		0.5		0.981625
255038		0.505739		0.506103		0.505376		0.5		0.5		0.5		0.988521
255039		0.554981		0.557969		0.551971		0.5		0.5		0.5		0.890038
255040		0.51551		0.516442		0.514577		0.5		0.5		0.5		0.968981
255042		0.526058		0.527655		0.524461		0.5		0.5		0.5		0.947884
255043		0.533432		0.535581		0.531279		0.5		0.5		0.5		0.933137
255044		0.514987		0.516037		0.513938		0.5		0.5		0.5		0.970025
255045		0.527656		0.529458		0.525824		0.5		0.5		0.5		0.944688
255046		0.547361		0.550768		0.543946		0.5		0.5		0.5		0.905278
255047		0.503872		0.504116		0.503629		0.5		0.5		0.5		0.992255
255048		0.505447		0.505786		0.505108		0.5		0.5		0.5		0.989106
255051		0.519983		0.521241		0.518727		0.5		0.5		0.5		0.960034
255052		0.532412		0.534388		0.530434		0.5		0.5		0.5		0.935176
255053		0.506169		0.506538		0.505799		0.5		0.5		0.5		0.987663
255054		0.517381		0.518723		0.516039		0.5		0.5		0.5		0.965237
255055		0.532273		0.534233		0.530309		0.5		0.5		0.5		0.935455
255058		0.513534		0.51438		0.512687		0.5		0.5		0.5		0.972932
255060		0.504375		0.504708		0.504042		0.5		0.5		0.5		0.991250
255061		0.503347		0.503557		0.503137		0.5		0.5		0.5		0.993306
255062		0.521216		0.522798		0.519677		0.5		0.5		0.5		0.957568
255067		0.505398		0.50581		0.504984		0.5		0.5		0.5		0.989205
255068		0.565978		0.570157		0.561782		0.5		0.5		0.5		0.868044
255069		0.512283		0.512995		0.51157		0.5		0.5		0.5		0.975435
255072		0.510189		0.51091		0.509473		0.5		0.5		0.5		0.979622
255073		0.546263		0.549194		0.543324		0.5		0.5		0.5		0.907474
255074		0.517726		0.518943		0.516509		0.5		0.5		0.5		0.964547
255075		0.502629		0.502798		0.50246		0.5		0.5		0.5		0.994743
255076		0.529945		0.531721		0.528168		0.5		0.5		0.5		0.940109
255077		0.514446		0.515326		0.513565		0.5		0.5		0.5		0.971109
255078		0.525459		0.527004		0.523912		0.5		0.5		0.5		0.949083
255079		0.518808		0.519965		0.517652		0.5		0.5		0.5		0.962383
255081		0.517885		0.519154		0.516614		0.5		0.5		0.5		0.964230
255083		0.530722		0.532601		0.528842		0.5		0.5		0.5		0.938555
255085		0.570155		0.574842		0.565446		0.5		0.5		0.5		0.859689
255086		0.521936		0.523264		0.520609		0.5		0.5		0.5		0.956127
255087		0.504776		0.505078		0.504474		0.5		0.5		0.5		0.990448
255088		0.532376		0.534671		0.530057		0.5		0.5		0.5		0.935248
255089		0.532191		0.53413		0.530249		0.5		0.5		0.5		0.935619
255090		0.530494		0.532563		0.528422		0.5		0.5		0.5		0.939013
255091		0.513505		0.514302		0.512707		0.5		0.5		0.5		0.972990
255094		0.516421		0.517445		0.515396		0.5		0.5		0.5		0.967157
255095		0.511734		0.512572		0.510895		0.5		0.5		0.5		0.976532
255097		0.50865		0.509157		0.508143		0.5		0.5		0.5		0.982700
255098		0.518434		0.51954		0.517327		0.5		0.5		0.5		0.963132
Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 		CL_exp\\ 
254640		0.594052		0.60106		0.586957		0.5		0.5		0.5		0.811895
254664		0.605083		0.604406		0.605667		0.214765		0.200696		0.229959		0.290730
254668		0.596845		0.595838		0.597848		0.0071701		0.00528972		0.00981314		0.007064
254692		0.562875		0.56726		0.558473		0.5		0.5		0.5		0.874249
254713		0.533133		0.535228		0.531035		0.5		0.5		0.5		0.933734
254728		0.515379		0.516372		0.514386		0.5		0.5		0.5		0.969242
254730		0.50816		0.508676		0.507644		0.5		0.5		0.5		0.983680
254732		0.507838		0.508296		0.507378		0.5		0.5		0.5		0.984325
254737		0.525261		0.526763		0.523757		0.5		0.5		0.5		0.949478
254741		0.521038		0.522381		0.519699		0.5		0.5		0.5		0.957924
254745		0.56847		0.573114		0.563806		0.5		0.5		0.5		0.863060
254746		0.525783		0.527336		0.524227		0.5		0.5		0.5		0.948434
254749		0.561832		0.565414		0.558237		0.5		0.5		0.5		0.876336
254750		0.5079		0.5085		0.507301		0.5		0.5		0.5		0.984199
254751		0.545871		0.548614		0.543119		0.5		0.5		0.5		0.908257
254753		0.596186		0.601977		0.590353		0.5		0.5		0.5		0.807627
254770		0.546314		0.549446		0.543186		0.5		0.5		0.5		0.907373
254777		0.620171		0.620203		0.620138		0.490963		0.483121		0.498844		0.742470
254795		0.537777		0.540073		0.535475		0.5		0.5		0.5		0.924446
254799		0.500676		0.500723		0.500629		0.5		0.5		0.5		0.998647
254801		0.594198		0.593089		0.595321		0.0031892		0.00217182		0.00471572		0.003017
254807		0.593352		0.592533		0.594193		0.00043234		0.000269838		0.000701357		0.000361
254812		0.526134		0.527736		0.524529		0.5		0.5		0.5		0.947733
254816		0.540431		0.543503		0.537352		0.5		0.5		0.5		0.919138
254826		0.506005		0.506373		0.505638		0.5		0.5		0.5		0.987989
254852		0.502912		0.503097		0.502727		0.5		0.5		0.5		0.994175
254853		0.620254		0.620285		0.620221		0.489224		0.480953		0.497538		0.739012
254854		0.506498		0.506993		0.506002		0.5		0.5		0.5		0.987003
254924		0.515727		0.516687		0.514766		0.5		0.5		0.5		0.968547
254945		0.597775		0.596812		0.598795		0.00304914		0.00211207		0.004439		0.002789
254967		0.514857		0.515782		0.513933		0.5		0.5		0.5		0.970285
254979		0.560252		0.564009		0.55648		0.5		0.5		0.5		0.879497
255011		0.523687		0.525187		0.522181		0.5		0.5		0.5		0.952626
255030		0.513431		0.514223		0.51264		0.5		0.5		0.5		0.973137
255059		0.539171		0.541628		0.536705		0.5		0.5		0.5		0.921658
255070		0.513827		0.514679		0.512978		0.5		0.5		0.5		0.972345
255080		0.522992		0.524642		0.521348		0.5		0.5		0.5		0.954017
255093		0.540344		0.542801		0.537881		0.5		0.5		0.5		0.919313
255096		0.517804		0.518893		0.516714		0.5		0.5		0.5		0.964392
