Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 		CL_exp\\ 
254601		0.55499		0.558269		0.551706		0.5		0.5		0.5		0.890021
254602		0.52004		0.521196		0.518879		0.5		0.5		0.5		0.959920
254603		0.900711		0.899289		0.888341		0.493745		0.45799		0.5		0.193158
254604		0.687529		0.698382		0.676456		0.5		0.5		0.5		0.624942
254605		0.880221		0.878771		0.88173		0.0549569		0.0420517		0.0715795		0.005526
254606		0.669187		0.680139		0.658026		0.5		0.5		0.5		0.661626
254607		0.893681		0.891153		0.895883		0.317618		0.282427		0.35528		0.085303
254608		0.810154		0.824662		0.794481		0.5		0.5		0.5		0.379693
254609		0.650927		0.661155		0.640547		0.5		0.5		0.5		0.698146
254611		0.688806		0.698332		0.678746		0.5		0.5		0.5		0.622388
254612		0.848535		0.846369		0.851023		0.0175292		0.0128635		0.0239901		0.001702
254613		0.701778		0.713414		0.689816		0.5		0.5		0.5		0.596444
254615		0.773219		0.785738		0.76006		0.5		0.5		0.5		0.453561
254617		0.884524		0.882329		0.886764		0.326849		0.292712		0.363803		0.099652
254618		0.513584		0.514378		0.51279		0.5		0.5		0.5		0.972831
254619		0.681505		0.689522		0.672586		0.5		0.5		0.5		0.636991
254621		0.90317		0.901357		0.904895		0.207312		0.176747		0.241601		0.034378
254622		0.608934		0.616814		0.600986		0.5		0.5		0.5		0.782133
254623		0.740682		0.751865		0.729066		0.5		0.5		0.5		0.518637
254625		0.87837		0.875106		0.882044		0.43602		0.40237		0.472235		0.184196
254627		0.896836		0.895021		0.898725		0.0146739		0.00914454		0.023264		0.000576
254628		0.743448		0.757154		0.729237		0.5		0.5		0.5		0.513104
254629		0.816797		0.83244		0.80002		0.5		0.5		0.5		0.366406
254630		0.693788		0.70367		0.683677		0.5		0.5		0.5		0.612425
254631		0.728153		0.739467		0.716408		0.5		0.5		0.5		0.543695
254634		0.87042		0.86808		0.87311		0.164119		0.139455		0.193072		0.035200
254635		0.910476		0.909582		0.911372		0.378781		0.343648		0.415689		0.098458
254637		0.875813		0.871072		0.880592		0.369564		0.334393		0.407336		0.136931
254638		0.580431		0.585101		0.575741		0.5		0.5		0.5		0.839138
254639		0.565985		0.570469		0.561474		0.5		0.5		0.5		0.868029
