Model: Gluino133
# Gluino mass; N1 mass; Nevents; Cross-section [pb]; Acceptance; Efficiency; Syst unc; CL obs; CL exp
 500; 10; 299900; 4.461; 0.006796; 0.003189; 11.21; 0.6451; 0.4499;
 500; 50; 15000; 4.461; 0.0212; 0.07523; 15.48; 0000; 0000;
 500; 200; 4999; 4.461; 0.07061; 0.1658; 12.24; < 0000; < 0000;
 500; 400; 5998; 4.461; 0.1317; 0.1441; 13.32; < 0000; < 0000;
 500; 490; 4996; 4.461; 0.1699; 0.1486; 12.78; < 0000; < 0000;
 800; 10; 299300; 0.1497; 0.01394; 0.001641; 17.98; 0.9754; 0.9748;
 800; 50; 9980; 0.1497; 0.03176; 0.02184; 14.17; 0.6223; 0.3931;
 800; 200; 4991; 0.1497; 0.1062; 0.08819; 16.39; 0.000049; 0000;
 800; 400; 4987; 0.1497; 0.1648; 0.1; 12.96; < 0000; < 0000;
 800; 600; 4991; 0.1497; 0.2148; 0.1081; 12.13; < 0000; < 0000;
 800; 750; 4989; 0.1497; 0.2327; 0.1057; 12.56; < 0000; < 0000;
 800; 790; 4989; 0.1497; 0.2343; 0.1412; 12.44; < 0000; < 0000;
 1000; 50; 4969; 0.02249; 0.04287; 0.02716; 26.13; 0.8434; 0.8143;
 1000; 200; 4971; 0.02249; 0.1147; 0.1016; 13.89; 0.2984; 0.07651;
 1000; 400; 4979; 0.02249; 0.1675; 0.1308; 13.08; 0.03884; 0.00403;
 1000; 600; 4977; 0.02249; 0.2082; 0.08552; 12.28; 0.077; 0.01011;
 1000; 800; 4976; 0.02249; 0.2351; 0.1215; 12.59; 0.006572; 0.000415;
 1000; 950; 4975; 0.02249; 0.2527; 0.1033; 12.75; 0.013; 0.000968;
 1000; 990; 4978; 0.02249; 0.2734; 0.1628; 12.56; 0.000125; 0000;
 1100; 10; 59490; 0.009253; 0.01889; 0.001921; 25.92; 0.9975; 0.9975;
 1100; 50; 4967; 0.009253; 0.03543; 0.007181; 28.04; 0.9835; 0.9832;
 1100; 200; 4962; 0.009253; 0.1125; 0.08966; 13.4; 0.6317; 0.417;
 1100; 400; 4967; 0.009253; 0.1725; 0.1002; 14.01; 0.5343; 0.21;
 1100; 600; 4973; 0.009253; 0.2162; 0.1123; 12.34; 0.3837; 0.1146;
 1100; 800; 4969; 0.009253; 0.2395; 0.08511; 12.27; 0.4712; 0.1653;
 1100; 1000; 4965; 0.009253; 0.2602; 0.1135; 12.46; 0.245; 0.05478;
 1100; 1090; 4971; 0.009253; 0.2718; 0.1263; 12.53; 0.1727; 0.03199;
 1200; 50; 4948; 0.003917; 0.04992; 0.01609; 14.67; 0.9775; 0.977;
 1200; 200; 4956; 0.003917; 0.1271; 0.08082; 12.69; 0.7827; 0.7223;
 1200; 400; 4956; 0.003917; 0.1794; 0.1183; 13.18; 0.6577; 0.4795;
 1200; 600; 4944; 0.003917; 0.2073; 0.08505; 12.61; 0.6874; 0.5453;
 1200; 800; 4960; 0.003917; 0.2244; 0.1087; 12.87; 0.632; 0.4178;
 1200; 1000; 4957; 0.003917; 0.2671; 0.1183; 12.5; 0.5916; 0.3097;
 1200; 1150; 4946; 0.003917; 0.2711; 0.1133; 13.43; 0.5977; 0.3268;
 1200; 1190; 4957; 0.003917; 0.2873; 0.1326; 13.02; 0.57; 0.2457;
 1400; 50; 2957; 0.0007432; 0.04024; 0.01954; 15.62; 0.9958; 0.9958;
 1400; 200; 4922; 0.0007432; 0.1272; 0.09992; 13.27; 0.9333; 0.9285;
 1400; 400; 4919; 0.0007432; 0.1761; 0.09001; 12.91; 0.9235; 0.9172;
 1400; 600; 4919; 0.0007432; 0.2167; 0.1083; 12.89; 0.8935; 0.8808;
 1400; 800; 4915; 0.0007432; 0.2401; 0.09256; 12.28; 0.8965; 0.8845;
 1400; 1000; 4927; 0.0007432; 0.2486; 0.1011; 13.07; 0.8836; 0.8682;
 1400; 1300; 4929; 0.0007432; 0.2816; 0.1115; 15.71; 0.8573; 0.8335;
 1400; 1390; 4929; 0.0007432; 0.2999; 0.1235; 12.52; 0.8355; 0.803;
 1700; 50; 4879; 0.00006596; 0.04427; 0.006167; 21.7; 0.9999; 0.9999;
 1700; 200; 4875; 0.00006596; 0.1307; 0.07899; 17.21; 0.995; 0.995;
 1700; 400; 4866; 0.00006596; 0.1833; 0.08817; 13.61; 0.9922; 0.9921;
 1700; 600; 4870; 0.00006596; 0.2234; 0.09269; 12.87; 0.9899; 0.9898;
 1700; 800; 4877; 0.00006596; 0.2372; 0.09958; 14.15; 0.9887; 0.9886;
 1700; 1000; 4857; 0.00006596; 0.2456; 0.09639; 12.56; 0.9888; 0.9887;
 1700; 1200; 4863; 0.00006596; 0.2474; 0.102; 13.67; 0.9878; 0.9876;
 1700; 1400; 4880; 0.00006596; 0.2758; 0.1139; 14.26; 0.985; 0.9848;
 1700; 1600; 4852; 0.00006596; 0.2939; 0.106; 12.22; 0.9853; 0.9851;
 1700; 1690; 4744; 0.00006596; 0.3038; 0.1261; 13.06; 0.9821; 0.9818;
